author_name,author_id,doc_id,title,year,source,citations,authors,doi,doc_type,department,
Abdulkareem Alzahrani,56242611500,85157976765,Intelligent Detection System for Multi-Step Cyber-Attack Based on Machine Learning,2023,"Proceedings - International Conference on Developments in eSystems Engineering, DeSE",6,Alheeti K.M.A.,10.1109/DeSE58274.2023.10100226,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85153872386,A Safeguard Agent for Intelligent Health-care Environments,2023,"International Conference on Smart Computing and Application, ICSCA 2023",2,Alzahrani A.,10.1109/ICSCA57840.2023.10087746,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85153105020,Twitter Sentimental Analysis using Machine Learning Approaches for SemeVal Dataset,2023,"1st International Conference in Advanced Innovation on Smart City, ICAISC 2023 - Proceedings",1,Imran A.,10.1109/ICAISC56366.2023.10085107,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85151557617,Opinion Mining from Online Travel Reviews: An Exploratory Investigation on Pakistan Major Online Travel Services Using Natural Language Processing,2023,IEEE Access,6,Kanwal B.,10.1109/ACCESS.2023.3260114,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85148240254,Aspect-Based Sentiment Analysis for Social Multimedia: A Hybrid Computational Framework,2023,Computer Systems Science and Engineering,6,Rana M.R.R.,10.32604/csse.2023.035149,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85146670833,Computer-Aided Early Melanoma Brain-Tumor Detection Using Deep-Learning Approach,2023,Biomedicines,30,Asad R.,10.3390/biomedicines11010184,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85143170468,Forex Investment Optimization Using Instantaneous Stochastic Gradient Ascent?Formulation of an Adaptive Machine Learning Approach,2022,Sustainability (Switzerland),3,Murtza I.,10.3390/su142215328,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85141855881,A Deep Convolutional Neural Network for the Early Detection of Heart Disease,2022,Biomedicines,53,Arooj S.,10.3390/biomedicines10112796,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85140631615,A Survey on Wireless Wearable Body Area Networks: A Perspective of Technology and Economy,2022,Sensors,36,Bhatti D.S.,10.3390/s22207722,Review,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85138637414,An Intelligent Hybrid Scheme for Customer Churn Prediction Integrating Clustering and Classification Algorithms,2022,Applied Sciences (Switzerland),22,Liu R.,10.3390/app12189355,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85137356801,A Deep Learning Approach for Liver and Tumor Segmentation in CT Images Using ResUNet,2022,Bioengineering,84,Rahman H.,10.3390/bioengineering9080368,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85133001413,Detecting Malignant Leukemia Cells Using Microscopic Blood Smear Images: A Deep Learning Approach,2022,Applied Sciences (Switzerland),40,Baig R.,10.3390/app12136317,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85124536791,Intelligent mobile detection of cracks in concrete utilising an unmanned aerial vehicle,2022,Bulletin of Electrical Engineering and Informatics,7,Ali Alheeti K.M.,10.11591/eei.v11i1.2987,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85152196623,"Dramatic Increase in Fear-Related Discussion on Twitter during COVID-19: Analysis, Topic Modeling and Tweets Classification",2022,"2022 International Conference on Electrical Engineering and Sustainable Technologies, ICEEST 2022 - Proceedings",1,Karam M.W.,10.1109/ICEEST56292.2022.10077859,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85146898886,Twitter Sentiment Analysis Based Public Emotion Detection using Machine Learning Algorithms,2022,"2022 17th International Conference on Emerging Technologies, ICET 2022",1,Fahim S.,10.1109/ICET56601.2022.10004648,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85146433967,Heart Failure Prediction Using Machine learning Approaches,2022,"Proceedings of the 2022 Mohammad Ali Jinnah University International Conference on Computing, MAJICC 2022",2,Abbas A.,10.1109/MAJICC56935.2022.9994093,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85143834167,Multi-model Ensemble Based Approach for Heart Disease Diagnosis,2022,"2022 International Conference on Recent Advances in Electrical Engineering and Computer Sciences, RAEE and CS 2022",1,Ashfaq A.,10.1109/RAEECS56511.2022.9954490,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85141553890,Skin Cancer Detection Using Combined Decision of Deep Learners,2022,IEEE Access,68,Imran A.,10.1109/ACCESS.2022.3220329,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85127926587,Intelligent Deep Detection Method for Malicious Tampering of Cancer Imagery,2022,"Proceedings - 2022 7th International Conference on Data Science and Machine Learning Applications, CDMA 2022",4,Alheeti K.M.A.,10.1109/CDMA54072.2022.00010,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85127081024,LiDAR Spoofing Attack Detection in Autonomous Vehicles,2022,Digest of Technical Papers - IEEE International Conference on Consumer Electronics,14,Alheeti K.M.A.,10.1109/ICCE53296.2022.9730540,Conference Paper,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85116066269,An optimal distribution of rsu for improving self-driving vehicle connectivity,2022,"Computers, Materials and Continua",8,Alheeti K.,10.32604/cmc.2022.019773,Article,Computer Scinece,
Abdulkareem Alzahrani,56242611500,85119533961,Intelligent Mobile Coronavirus Recognition Centre Based on IEEE 802.15.4,2021,International Journal of Interactive Mobile Technologies,4,Alzahrani A.,10.3991/ijim.v15i16.24193,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85212672480,Software Defect Prediction Based on Machine Learning and Deep Learning Techniques: An Empirical Approach,2024,AI (Switzerland),0,Albattah W.,10.3390/ai5040086,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85164339873,Evaluation of requirement engineering best practices for secure software development in GSD: An ISM analysis,2024,Journal of Software: Evolution and Process,2,Khan R.A.,10.1002/smr.2594,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85142627347,Security risks of global software development life cycle: Industry practitioner's perspective,2024,Journal of Software: Evolution and Process,9,Khan R.A.,10.1002/smr.2521,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85140829954,Investigating the Effects of E-Marketing Factors for Agricultural Products on the Emergence of Sustainable Consumer Behaviour,2022,Sustainability (Switzerland),10,Zia A.,10.3390/su142013072,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85136875647,Extract Class Refactoring Based on Cohesion and Coupling: A Greedy Approach,2022,Computers,5,Alzahrani M.,10.3390/computers11080123,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85131525597,Investigating the Drivers of Sustainable Consumption and Their Impact on Online Purchase Intentions for Agricultural Products,2022,Sustainability (Switzerland),17,Zia A.,10.3390/su14116563,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85132076681,Security Assurance Model of Software Development for Global Software Development Vendors,2022,IEEE Access,18,Khan R.A.,10.1109/ACCESS.2022.3178301,Article,Computer Scinece,
Musaad Alzahrani,56609009100,85131418019,Using Machine Learning Techniques to Predict Bugs in Classes: An Empirical Study,2022,International Journal of Advanced Computer Science and Applications,1,Alzahrani M.,10.14569/IJACSA.2022.01305101,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85197316377,Resistance of Nile tilapia fed with Padina boergesenii extract to Pseudomonas putida infection,2024,BMC Veterinary Research,0,Bakry K.A.,10.1186/s12917-024-04115-7,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85176465051,Morphological changes in intraepithelial and stromal telocytes in Cyprinus carpio in response to salinity stress,2023,Scientific Reports,4,Emeish W.F.A.,10.1038/s41598-023-43279-4,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85178281120,The potential role of upregulated PARP-1/RIPK1 expressions in amikacin-induced oxidative damage and nephrotoxicity in Wistar rats,2023,Toxicology Research,2,El Latif A.A.,10.1093/toxres/tfad091,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85160202660,Biogenic Mg doped CeO<inf>2</inf> nanoparticles via Hibiscus sabdariffa and its potential biological applications,2023,Journal of Umm Al-Qura University for Applied Sciences,6,Alghamdi A.A.A.,10.1007/s43994-023-00030-z,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85147344273,"Morphological and cytochemical characteristics of Varanus niloticus (Squamata, Varanidae) blood cells",2023,Microscopy Research and Technique,0,Soliman S.A.,10.1002/jemt.24298,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85182412731,"Phenols, antioxidant and anticancer properties of Tagetes minuta, Euphorbia granulata and Galinsoga parviflora: in vitro and in silico evaluation",2023,Journal of Umm Al-Qura University for Applied Sciences,9,Al-Robai S.A.,10.1007/s43994-022-00017-2,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85143156453,"Neuroprotective efficacy of the bacterial metabolite, prodigiosin, against aluminium chloride-induced neurochemical alternations associated with Alzheimer's disease murine model: Involvement of Nrf2/HO-1/NF-?B signaling",2023,Environmental Toxicology,6,Alsharif K.F.,10.1002/tox.23718,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85198450944,Bioinspired Materials Inherited with Antimicrobial Properties for Tissue Engineering,2023,Interaction of Nanomaterials with Living Cells,0,Amna T.,10.1007/978-981-99-2119-5_8,Book Chapter,Computer Scinece,
Abdullah Alghamdi,57410884000,85145358454,"The complex roles of dna repair pathways, inhibitors, hyperthermia, and contact inhibition in cell cycle halts",2023,Mini-Reviews in Medicinal Chemistry,16,Ahmed M.B.,10.2174/1389557522666220826141837,Short Survey,Computer Scinece,
Abdullah Alghamdi,57410884000,85137057918,"Therapeutic antischizophrenic activity of prodigiosin and selenium co-supplementation against amphetamine hydrochloride-induced behavioural changes and oxidative, inflammatory, and apoptotic challenges in rats",2023,Environmental Science and Pollution Research,4,Alsharif K.F.,10.1007/s11356-022-22409-x,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85212265547,"Phenols, Antioxidant and Anticancer properties, of Three Medicinal Plants: In Vitro and In Silico Evaluation",2022,International Journal of Biology and Chemistry,0,Al-Robai S.A.,10.26577/ijbch.2022.v15.i2.08,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85144554409,Phytochemicals as Chemo-Preventive Agents and Signaling Molecule Modulators: Current Role in Cancer Therapeutics and Inflammation,2022,International Journal of Molecular Sciences,41,Ahmed M.B.,10.3390/ijms232415765,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85140761739,"Qualitative and Quantitative Ethnobotanical Survey in Al Baha Province, Southwestern Saudi Arabia",2022,Diversity,13,Al-Robai S.A.,10.3390/d14100867,Article,Computer Scinece,
Abdullah Alghamdi,57410884000,85132558583,cAMP Signaling in Cancer: A PKA-CREB and EPAC-Centric Approach,2022,Cells,66,Ahmed M.B.,10.3390/cells11132020,Review,Computer Scinece,
Abdullah Alghamdi,57410884000,85122756091,"Antiulcer activity of proanthocyanidins is mediated via suppression of oxidative, inflammatory, and apoptotic machineries",2022,Journal of Food Biochemistry,26,Lokman M.S.,10.1111/jfbc.14070,Article,Computer Scinece,
Adil Fahad,55693562300,85187116635,A Hybrid Cryptographic Mechanism for Secure Data Transmission in Edge AI Networks,2024,International Journal of Computational Intelligence Systems,4,Almalawi A.,10.1007/s44196-024-00417-8,Article,Computer Scinece,
Adil Fahad,55693562300,85197439700,Enhancing security in smart healthcare systems: Using intelligent edge computing with a novel Salp Swarm Optimization and radial basis neural network algorithm,2024,Heliyon,4,Almalawi A.,10.1016/j.heliyon.2024.e33792,Article,Computer Scinece,
Adil Fahad,55693562300,85203068110,Hybrid Supervised Machine Learning-based Intrusion Detection System of Internet of Things,2024,International Journal of Advances in Soft Computing and its Applications,1,Shenify M.A.,10.15849/IJASCA.240730.05,Article,Computer Scinece,
Adil Fahad,55693562300,85148043484,Automated Brain Hemorrhage Classification and Volume Analysis,2023,"Computers, Materials and Continua",4,Wardah M.,10.32604/cmc.2023.030706,Article,Computer Scinece,
Adil Fahad,55693562300,85131037482,Arithmetic optimization algorithm with deep learning enabled airborne particle-bound metals size prediction model,2022,Chemosphere,19,Almalawi A.,10.1016/j.chemosphere.2022.134960,Article,Computer Scinece,
Adil Fahad,55693562300,85137344064,Toward an Efficient Automatic Self-Augmentation Labeling Tool for Intrusion Detection Based on a Semi-Supervised Approach,2022,Applied Sciences (Switzerland),7,Alsulami B.,10.3390/app12147189,Article,Computer Scinece,
Adil Fahad,55693562300,85122462108,An IoT based system for magnify air pollution monitoring and prognosis using hybrid artificial intelligence technique,2022,Environmental Research,44,Almalawi A.,10.1016/j.envres.2021.112576,Article,Computer Scinece,
Adil Fahad,55693562300,85131343047,Developing an Intelligent System with Deep Learning Algorithms for Sentiment Analysis of E-Commerce Product Reviews,2022,Computational Intelligence and Neuroscience,58,Alzahrani M.E.,10.1155/2022/3840071,Review,Computer Scinece,
Adil Fahad,55693562300,85087912582,A Taxonomy of Supervised Learning for IDSs in SCADA Environments,2021,ACM Computing Surveys,52,Suaboot J.,10.1145/3379499,Article,Computer Scinece,
Adil Fahad,55693562300,85118553812,An Efficient Network Classification Based on Various-Widths Clustering and Semi-Supervised Stacking,2021,IEEE Access,1,Almalawi A.,10.1109/ACCESS.2021.3123451,Article,Computer Scinece,
Adil Fahad,55693562300,85113193603,Towards an Unsupervised Feature Selection Method for Effective Dynamic Features,2021,IEEE Access,17,Almusallam N.,10.1109/ACCESS.2021.3082755,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85175453042,Web-based information system framework for the digitization of historical databases and endowments,2024,International Journal of Data and Network Science,4,Sudrajat R.,10.5267/j.ijdns.2023.9.022,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85199654062,The incorporation of stacked long short-term memory into intrusion detection systems for botnet attack classification,2024,IAES International Journal of Artificial Intelligence,0,Heryanto A.,10.11591/ijai.v13.i3.pp3657-3670,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85181476493,Oversampling and undersampling for intrusion detection system in the supervisory control and data acquisition IEC 60870-5-104,2024,IET Cyber-Physical Systems: Theory and Applications,1,Arifin M.A.S.,10.1049/cps2.12085,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85198030334,Extreme learning machine approach on heart abnormalities identification in ECG images,2024,International Journal of Electronics and Telecommunications,1,Nababan A.M.,10.24425/ijet.2024.149568,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85199085385,Classification of Darknet Traffic Using the AdaBoost Classifier Method,2024,Indonesian Journal of Electrical Engineering and Informatics,0,Sari R.E.,10.52549/ijeei.v12i2.5543,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85196495251,Proposed threshold-based and rule-based approaches to detecting duplicates in bibliographic database,2024,Bulletin of Electrical Engineering and Informatics,0,Miftakul Amin M.,10.11591/eei.v13i3.7665,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85191733575,Menu Classification using KNN and Na‹ve Bayes Algorithms at Kopi Krintji Cafe,2024,AIP Conference Proceedings,0,Budiarto R.,10.1063/5.0199337,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85191701027,Investigating DDOS Attacks on Metro Network,2024,AIP Conference Proceedings,0,Jatmika M.O.,10.1063/5.0206048,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85214694108,An Enhanced Method with Part of Speech Tagging and Named Entity Recognition Techniques Towards Advanced Persistent Threat in Cyber Threat Intelligence: Work in Progress,2024,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,Permana D.R.,10.1109/EECSI63442.2024.10776424,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85214692211,Green Transportation Route Model for Industrial Goods Delivery with Genetic Algorithm,2024,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,Heryati A.,10.1109/EECSI63442.2024.10776095,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85214675633,Hybrid Machine Learning Model for Anticipating Cyber Crime Malware in Android: Work on Progress,2024,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,Kurniawan F.,10.1109/EECSI63442.2024.10776359,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85214653863,Priority Based Cyber Incident Handling: Work in Progress,2024,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,Mulyati ,10.1109/EECSI63442.2024.10776467,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85207136259,A Novel Dataset for Experimentation With Intrusion Detection Systems in SCADA Networks Using IEC 60870-5-104 Standard,2024,IEEE Access,0,Arifin M.A.S.,10.1109/ACCESS.2024.3473895,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85188785415,Integration of GSTARIMA Model with Heteroskedastic Error and Kriging for Climate Forecasting: A Systematic Review,2024,Applied Mathematics and Information Sciences,0,Monika P.,10.18576/amis/180307,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85185935738,ABAC as Access Control Solution for Digital Evidence Storage,2024,"International Journal on Advanced Science, Engineering and Information Technology",0,Priyambodo T.K.,10.18517/ijaseit.14.1.17502,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85181940888,Effective and efficient approach in IoT Botnet detection,2024,Sinergi (Indonesia),6,Susanto ,10.22441/sinergi.2024.1.004,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85180669701,Query Model Framework Design for Conservation History and Endowments Database: A Case Study on the Digitization of the Sumedang Larang Kingdom?s History and Endowments in Indonesia,2023,Heritage,0,Sudrajat R.,10.3390/heritage6120394,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85168961061,Literature review on the information system for digitization of royal history and Waqf,2023,International Journal of Data and Network Science,1,Sudrajat R.,10.5267/j.ijdns.2023.7.008,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85152937104,Neural network models selection scheme for health mobile app development,2023,IAES International Journal of Artificial Intelligence,2,Triana Y.S.,10.11591/ijai.v12.i3.pp1191-1203,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85161278700,Spatio-Temporal Model of a Product?Sum Simulation on Stream Network Based on Hydrologic Distance,2023,Water (Switzerland),0,Bachrudin A.,10.3390/w15112039,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85163428079,IoT botnet attack detection using deep autoencoder and artificial neural networks,2023,KSII Transactions on Internet and Information Systems,3,Stiawan D.,10.3837/tiis.2023.05.001,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85189171549,WormGPT: A Large Language Model Chatbot for Criminals,2023,"2023 24th International Arab Conference on Information Technology, ACIT 2023",2,Mohamed Firdhous M.F.,10.1109/ACIT58888.2023.10453752,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85187215516,Random Forest Classification in Cocoa Pods Desease,2023,"Proceeding - ELTICOM 2023: 7th International Conference on Electrical, Telecommunication and Computer Engineering: Sustainable and Resilient Communities with Smart Technologies",0,Nasution U.R.P.,10.1109/ELTICOM61905.2023.10443201,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85153538376,The Development of an Internet of Things (IoT) Network Traffic Dataset with Simulated Attack Data,2023,Journal of Internet Technology,3,Stiawan D.,10.53106/160792642023032402013,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85148249559,An Improved LSTM-PCA Ensemble Classifier for SQL Injection and XSS Attack Detection,2023,Computer Systems Science and Engineering,12,Stiawan D.,10.32604/csse.2023.034047,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85143902019,Efficient-Cost Task Offloading Scheme in Fog-Internet of Vehicle Networks,2023,Computer Systems Science and Engineering,4,Khadir A.A.,10.32604/csse.2023.032316,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85135921627,Dimensional Reduction With Fast ICA for IoT Botnet Detection,2023,Journal of Applied Security Research,3,Susanto ,10.1080/19361610.2022.2079906,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85145360736,Bibliometric analysis of spatio-temporal model using a general product-sum based on a hydrological distance,2022,Frontiers in Applied Mathematics and Statistics,1,Bachrudin A.,10.3389/fams.2022.994287,Review,Computer Scinece,
Rahmat Budiarto ,58131692700,85138021618,Improvement of attack detection performance on the internet of things with PSO-search and random forest,2022,Journal of Computational Science,18,Kurniabudi ,10.1016/j.jocs.2022.101833,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85143256590,Analysis of Tuberculosis Disease Spreading Pattern in Muara Enim District using KNN Algorithm,2022,ACM International Conference Proceeding Series,0,Budiarto R.,10.1145/3557738.3557853,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85143253328,Analysis of Waste Transportation Volume in Jakarta Province using Linear Regression and Random Forest Regression,2022,ACM International Conference Proceeding Series,0,Pramudianzah E.,10.1145/3557738.3557876,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85128292936,"Time Efficiency on Computational Performance of PCA, FA and TSVD on Ransomware Detection",2022,Indonesian Journal of Electrical Engineering and Informatics,2,Purnama B.,10.52549/ijeei.v10i1.3481,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85142769725,Cyberattack Feature Selection using Correlation-Based Feature Selection Method in an Intrusion Detection System,2022,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",6,Heryanto A.,10.23919/EECSI56542.2022.9946449,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85142768215,Feature Selection using Chi Square to Improve Attack Detection Classification in IoT Network: Work in Progress,2022,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",3,Saputra Elsi Z.R.,10.23919/EECSI56542.2022.9946621,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85142727106,Intelligent Sentiment Analysis on Cellphone Checking by Police Officer,2022,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)",0,Prasetyo B.,10.23919/EECSI56542.2022.9946609,Conference Paper,Computer Scinece,
Rahmat Budiarto ,58131692700,85140795874,An Improved Robust Misbehavior Detection Scheme for Vehicular Ad Hoc Network,2022,IEEE Access,6,Alzahrani M.,10.1109/ACCESS.2022.3214838,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85122725278,Robust Authentication and Session Key Agreement Protocol for Satellite Communications,2022,"Computers, Materials and Continua",3,Soltani S.,10.32604/cmc.2022.023697,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85116029126,User behavior traffic analysis using a simplified memory-prediction framework,2022,"Computers, Materials and Continua",1,Budiarto R.,10.32604/cmc.2022.019847,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85121381647,Education Exchange Storage Protocol: Transformation Into Decentralized Learning Platform,2021,Frontiers in Education,23,Rahardja U.,10.3389/feduc.2021.782969,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85116288400,Ransomware detection based on opcode behaviour using k-nearest neighbours algorithm,2021,Information Technology and Control,10,Stiawan D.,10.5755/j01.itc.50.3.25816,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85118920213,Enhanced deep learning intrusion detection in iot heterogeneous network with feature extraction,2021,Indonesian Journal of Electrical Engineering and Informatics,7,Sharipuddin ,10.52549/.V9I3.3134,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85114368347,Intrusion detection with deep learning on internet of things heterogeneous network,2021,IAES International Journal of Artificial Intelligence,19,Sharipuddin ,10.11591/ijai.v10.i3.pp735-742,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85113294099,"Erratum: The Fast Health Interoperability Resources (FHIR) Standard: Systematic Literature Review of Implementations, Applications, Challenges and Opportunities (JMIR Med Inform (2021) 9: 7 (e21929) DOI: 10.2196/21929)",2021,JMIR Medical Informatics,1,Ayaz M.,10.2196/32869,Erratum,Computer Scinece,
Rahmat Budiarto ,58131692700,85111650694,"The Fast Health Interoperability Resources (FIHR) Standard: Systematic literature review of implementations, pplications, challenges and opportunities",2021,JMIR Medical Informatics,140,Ayaz M.,10.2196/21929,Review,Computer Scinece,
Rahmat Budiarto ,58131692700,85110912429,Important features of CICIDS-2017 dataset for anomaly detection in high dimension and imbalanced class dataset,2021,Indonesian Journal of Electrical Engineering and Informatics,9,Kurniabudi K.,10.52549/ijeei.v9i2.3028,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85153230427,The trends of supervisory control and data acquisition security challenges in heterogeneous networks,2021,Indonesian Journal of Electrical Engineering and Computer Science,2,Arifin M.A.S.,10.11591/ijeecs.v22.i2.pp874-883,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85104200558,The trend malware source of IoT network,2021,Indonesian Journal of Electrical Engineering and Computer Science,2,Susanto ,10.11591/ijeecs.v22.i1.pp450-459,Article,Computer Scinece,
Rahmat Budiarto ,58131692700,85123486365,Malicious Activity Recognition on SCADA Network IEC 60870-5-104 Protocol,2021,"ICT-PEP 2021 - International Conference on Technology and Policy in Energy and Electric Power: Emerging Energy Sustainability, Smart Grid, and Microgrid Technologies for Future Power System, Proceedings",2,Agus Syamsul Arifin M.,10.1109/ICT-PEP53949.2021.9601066,Conference Paper,Computer Scinece,
